block,layer,shape (OxI),act_in_dtype,act_in_bits,act_in_bytes/token,weight_dtype,weight_bits,block_size,scale_dtype,scale_bits,weight_bytes,scale_bytes,svd_bytes,smooth_bytes,total_weight_bytes,act_out_dtype,act_out_bits,act_out_bytes/token,matmul_formula,matmul_factor,matmul_flops/token,scale_dequant_flops/token,svd_flops/token,smooth_flops/token,act_quant_flops/token,total_flops/token,matmul_flops/image,scale_dequant_flops/image,svd_flops/image,smooth_flops/image,act_quant_flops/image,total_flops/image,eff_bits/weight
27,attn2.to_k,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
27,attn2.to_v,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
27,attn2.to_out.0,1152x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,663552,165888,147456,2304,979200,FP16,16,2304.0,2 x 1152 x 1152 x 0.5,0.5,1327104,2654208,294912,2304,1152,4279680,5435817984,10871635968,1207959552,9437184,4718592,17529569280,5.9
27,ff.net.0.proj,4608x1152,NVFP4,4,576.0,NVFP4,4,16,FP16,16,2654208,663552,368640,2304,3688704,FP16,16,9216.0,2 x 4608 x 1152 x 0.5,0.5,5308416,10616832,737280,2304,1152,16665984,21743271936,43486543872,3019898880,9437184,4718592,68263870464,5.56
27,ff.net.2,1152x4608,NVFP4,4,2304.0,NVFP4,4,16,FP16,16,2654208,663552,368640,9216,3695616,FP16,16,2304.0,2 x 1152 x 4608 x 0.5,0.5,5308416,10616832,737280,9216,4608,16676352,21743271936,43486543872,3019898880,37748736,18874368,68306337792,5.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=== BLOCK SUMMARY ===,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block 0,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 1,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 2,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 3,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 4,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 5,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 6,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 7,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 8,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 9,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 10,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 11,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 12,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 13,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 14,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 15,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 16,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 17,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 18,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 19,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 20,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 21,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 22,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 23,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 24,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 25,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 26,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
Block 27,10 layers,"21,233,664 params",NVFP4,4,,NVFP4,4,16,FP16,16,10616832,2654208,1916928,29952,15217920,FP16,16,,sum 10 layers x0.5,0.5,21233664,42467328,3833856,29952,14976,67579776,86973087744,173946175488,15703474176,122683392,61341696,276806762496,5.73
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=== GRAND SUMMARY ===,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method,NVFP4 SVDQuant (NVFP4_SVDQUANT_DEFAULT_CFG),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model,"PixArt-Sigma (600M params, 28 DiT blocks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image,1024x1024 → 4096 tokens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--- Config ---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weight Format,"NVFP4 (4-bit) uniform, all 28 blocks, block_size=16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activation Quant,"NVFP4 (4-bit) dynamic → matmul factor = max(4,4)/8 = 0.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVD Rank,32 (FP16 lora_a + lora_b → factor x2.0),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmoothQuant,"alpha=0.5, FP16 per-channel scale → factor x2.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scale Dtype,FP16 (16-bit) → dequant factor x2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--- Storage ---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Parameters,"594,542,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FP16 Baseline,1134.00 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weight Storage,283.50 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scale Storage,70.88 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVD Branch,51.19 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmoothQuant Scale,0.7998 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Storage,406.36 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,2.79x vs FP16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eff Bits/Weight,5.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"--- Bit-Weighted FLOPs (per token, FP8=1.0x) ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Matmul (NVFP4×NVFP4, x0.5)","594,542,592  (594.54 MFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Scale Dequant (FP16, x2.0)","1,189,085,184  (1.19 GFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SVD Branch (FP16, x2.0)","107,347,968  (107.35 MFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"SmoothQuant (FP16, x2.0)","838,656  (838.7 KFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Act Quant Overhead,"419,328  (419.3 KFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total FLOPs/Token,"1,892,233,728  (1.89 GFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--- Bit-Weighted FLOPs (per image) ---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matmul FLOPs/Image,"2,435,246,456,832  (2.44 TFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scale Dequant/Image,"4,870,492,913,664  (4.87 TFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVD Branch/Image,"439,697,276,928  (439.70 GFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmoothQuant/Image,"3,435,134,976  (3.44 GFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Act Quant/Image,"1,717,567,488  (1.72 GFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total FLOPs/Image,"7,750,589,349,888  (7.75 TFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vs FP16 (all x2.0),0.7957x  (FP16: 9.74 TFLOPs/image),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--- FLOPs Breakdown % ---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matmul %,31.4%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scale Dequant %,62.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVD Branch %,5.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmoothQuant %,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Act Quant %,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--- Activation Memory ---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Act In/Token (NVFP4),209664 bytes (204.8 KB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Act In/Image,858783744 bytes (819.00 MB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
