block,layer,shape (OxI),act_in_dtype,act_in_bits,act_in_bytes/token,weight_dtype,weight_bits,block_size,scale_dtype,scale_bits,weight_bytes,scale_bytes,svd_bytes,sin_bytes,total_weight_bytes,act_out_dtype,act_out_bits,act_out_bytes/token,matmul_formula,matmul_factor,matmul_flops/token,scale_dequant_flops/token,svd_flops/token,hadamard_flops/token,act_quant_flops/token,total_flops/token,matmul_flops/image,scale_dequant_flops/image,svd_flops/image,hadamard_flops/image,act_quant_flops/image,total_flops/image,eff_bits/weight
26,attn2.to_q,1152x1152,NVFP4,4,576.0,MXFP6_E2M3,6,32,E8M0,8,995328,41472,147456,2304,1186560,FP16,16,2304.0,2 x 1152 x 1152 x 0.75,0.75,1990656,1327104,294912,592128,1152,4205952,8153726976,5435817984,1207959552,2425356288,4718592,17227579392,7.15
26,attn2.to_k,1152x1152,NVFP4,4,576.0,MXFP6_E2M3,6,32,E8M0,8,995328,41472,147456,2304,1186560,FP16,16,2304.0,2 x 1152 x 1152 x 0.75,0.75,1990656,1327104,294912,592128,1152,4205952,8153726976,5435817984,1207959552,2425356288,4718592,17227579392,7.15
26,attn2.to_v,1152x1152,NVFP4,4,576.0,MXFP6_E2M3,6,32,E8M0,8,995328,41472,147456,2304,1186560,FP16,16,2304.0,2 x 1152 x 1152 x 0.75,0.75,1990656,1327104,294912,592128,1152,4205952,8153726976,5435817984,1207959552,2425356288,4718592,17227579392,7.15
26,attn2.to_out.0,1152x1152,NVFP4,4,576.0,MXFP6_E2M3,6,32,E8M0,8,995328,41472,147456,2304,1186560,FP16,16,2304.0,2 x 1152 x 1152 x 0.75,0.75,1990656,1327104,294912,592128,1152,4205952,8153726976,5435817984,1207959552,2425356288,4718592,17227579392,7.15
26,ff.net.0.proj,4608x1152,NVFP4,4,576.0,MXFP6_E2M3,6,32,E8M0,8,3981312,165888,368640,2304,4518144,FP16,16,9216.0,2 x 4608 x 1152 x 0.75,0.75,7962624,5308416,737280,592128,1152,14601600,32614907904,21743271936,3019898880,2425356288,4718592,59808153600,6.81
26,ff.net.2,1152x4608,NVFP4,4,2304.0,MXFP6_E2M3,6,32,E8M0,8,3981312,165888,368640,9216,4525056,FP16,16,2304.0,2 x 1152 x 4608 x 0.75,0.75,7962624,5308416,737280,2368512,4608,16381440,32614907904,21743271936,3019898880,9701425152,18874368,67098378240,6.82
27,attn1.to_q,1152x1152,NVFP4,4,576.0,MXFP8,8,64,FP16,16,1327104,41472,147456,2304,1518336,FP16,16,2304.0,2 x 1152 x 1152 x 1.0,1.0,2654208,2654208,294912,592128,1152,6196608,10871635968,10871635968,1207959552,2425356288,4718592,25381306368,9.15
27,attn1.to_k,1152x1152,NVFP4,4,576.0,MXFP8,8,64,FP16,16,1327104,41472,147456,2304,1518336,FP16,16,2304.0,2 x 1152 x 1152 x 1.0,1.0,2654208,2654208,294912,592128,1152,6196608,10871635968,10871635968,1207959552,2425356288,4718592,25381306368,9.15
27,attn1.to_v,1152x1152,NVFP4,4,576.0,MXFP8,8,64,FP16,16,1327104,41472,147456,2304,1518336,FP16,16,2304.0,2 x 1152 x 1152 x 1.0,1.0,2654208,2654208,294912,592128,1152,6196608,10871635968,10871635968,1207959552,2425356288,4718592,25381306368,9.15
27,attn1.to_out.0,1152x1152,NVFP4,4,576.0,MXFP8,8,64,FP16,16,1327104,41472,147456,2304,1518336,FP16,16,2304.0,2 x 1152 x 1152 x 1.0,1.0,2654208,2654208,294912,592128,1152,6196608,10871635968,10871635968,1207959552,2425356288,4718592,25381306368,9.15
27,attn2.to_q,1152x1152,NVFP4,4,576.0,MXFP8,8,64,FP16,16,1327104,41472,147456,2304,1518336,FP16,16,2304.0,2 x 1152 x 1152 x 1.0,1.0,2654208,2654208,294912,592128,1152,6196608,10871635968,10871635968,1207959552,2425356288,4718592,25381306368,9.15
27,attn2.to_k,1152x1152,NVFP4,4,576.0,MXFP8,8,64,FP16,16,1327104,41472,147456,2304,1518336,FP16,16,2304.0,2 x 1152 x 1152 x 1.0,1.0,2654208,2654208,294912,592128,1152,6196608,10871635968,10871635968,1207959552,2425356288,4718592,25381306368,9.15
27,attn2.to_v,1152x1152,NVFP4,4,576.0,MXFP8,8,64,FP16,16,1327104,41472,147456,2304,1518336,FP16,16,2304.0,2 x 1152 x 1152 x 1.0,1.0,2654208,2654208,294912,592128,1152,6196608,10871635968,10871635968,1207959552,2425356288,4718592,25381306368,9.15
27,attn2.to_out.0,1152x1152,NVFP4,4,576.0,MXFP8,8,64,FP16,16,1327104,41472,147456,2304,1518336,FP16,16,2304.0,2 x 1152 x 1152 x 1.0,1.0,2654208,2654208,294912,592128,1152,6196608,10871635968,10871635968,1207959552,2425356288,4718592,25381306368,9.15
27,ff.net.0.proj,4608x1152,NVFP4,4,576.0,MXFP8,8,64,FP16,16,5308416,165888,368640,2304,5845248,FP16,16,9216.0,2 x 4608 x 1152 x 1.0,1.0,10616832,10616832,737280,592128,1152,22564224,43486543872,43486543872,3019898880,2425356288,4718592,92423061504,8.81
27,ff.net.2,1152x4608,NVFP4,4,2304.0,MXFP8,8,64,FP16,16,5308416,165888,368640,9216,5852160,FP16,16,2304.0,2 x 1152 x 4608 x 1.0,1.0,10616832,10616832,737280,2368512,4608,24344064,43486543872,43486543872,3019898880,9701425152,18874368,99713286144,8.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=== BLOCK SUMMARY ===,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Block 0,10 layers,"21,233,664 params",NVFP4,4,,MXFP8,8,64,FP16,16,21233664,663552,1916928,29952,23844096,FP16,16,,sum 10 layers x1.0,1.0,42467328,42467328,3833856,7697664,14976,96481152,173946175488,173946175488,15703474176,31529631744,61341696,395186798592,8.98
Block 1,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 2,10 layers,"21,233,664 params",NVFP4,4,,MXFP8,8,64,FP16,16,21233664,663552,1916928,29952,23844096,FP16,16,,sum 10 layers x1.0,1.0,42467328,42467328,3833856,7697664,14976,96481152,173946175488,173946175488,15703474176,31529631744,61341696,395186798592,8.98
Block 3,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 4,10 layers,"21,233,664 params",NVFP4,4,,MXFP8,8,64,FP16,16,21233664,663552,1916928,29952,23844096,FP16,16,,sum 10 layers x1.0,1.0,42467328,42467328,3833856,7697664,14976,96481152,173946175488,173946175488,15703474176,31529631744,61341696,395186798592,8.98
Block 5,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 6,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 7,10 layers,"21,233,664 params",NVFP4,4,,MXFP8,8,64,FP16,16,21233664,663552,1916928,29952,23844096,FP16,16,,sum 10 layers x1.0,1.0,42467328,42467328,3833856,7697664,14976,96481152,173946175488,173946175488,15703474176,31529631744,61341696,395186798592,8.98
Block 8,10 layers,"21,233,664 params",NVFP4,4,,MXFP8,8,64,FP16,16,21233664,663552,1916928,29952,23844096,FP16,16,,sum 10 layers x1.0,1.0,42467328,42467328,3833856,7697664,14976,96481152,173946175488,173946175488,15703474176,31529631744,61341696,395186798592,8.98
Block 9,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 10,10 layers,"21,233,664 params",NVFP4,4,,MXFP8,8,64,FP16,16,21233664,663552,1916928,29952,23844096,FP16,16,,sum 10 layers x1.0,1.0,42467328,42467328,3833856,7697664,14976,96481152,173946175488,173946175488,15703474176,31529631744,61341696,395186798592,8.98
Block 11,10 layers,"21,233,664 params",NVFP4,4,,MXFP8,8,64,FP16,16,21233664,663552,1916928,29952,23844096,FP16,16,,sum 10 layers x1.0,1.0,42467328,42467328,3833856,7697664,14976,96481152,173946175488,173946175488,15703474176,31529631744,61341696,395186798592,8.98
Block 12,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 13,10 layers,"21,233,664 params",NVFP4,4,,MXFP8,8,64,FP16,16,21233664,663552,1916928,29952,23844096,FP16,16,,sum 10 layers x1.0,1.0,42467328,42467328,3833856,7697664,14976,96481152,173946175488,173946175488,15703474176,31529631744,61341696,395186798592,8.98
Block 14,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 15,10 layers,"21,233,664 params",NVFP4,4,,MXFP8,8,64,FP16,16,21233664,663552,1916928,29952,23844096,FP16,16,,sum 10 layers x1.0,1.0,42467328,42467328,3833856,7697664,14976,96481152,173946175488,173946175488,15703474176,31529631744,61341696,395186798592,8.98
Block 16,10 layers,"21,233,664 params",NVFP4,4,,MXFP8,8,64,FP16,16,21233664,663552,1916928,29952,23844096,FP16,16,,sum 10 layers x1.0,1.0,42467328,42467328,3833856,7697664,14976,96481152,173946175488,173946175488,15703474176,31529631744,61341696,395186798592,8.98
Block 17,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 18,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 19,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 20,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 21,10 layers,"21,233,664 params",NVFP4,4,,MXFP8,8,64,FP16,16,21233664,663552,1916928,29952,23844096,FP16,16,,sum 10 layers x1.0,1.0,42467328,42467328,3833856,7697664,14976,96481152,173946175488,173946175488,15703474176,31529631744,61341696,395186798592,8.98
Block 22,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,64,E8M0,8,15925248,331776,1916928,29952,18203904,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.86
Block 23,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 24,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 25,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 26,10 layers,"21,233,664 params",NVFP4,4,,MXFP6_E2M3,6,32,E8M0,8,15925248,663552,1916928,29952,18535680,FP16,16,,sum 10 layers x0.75,0.75,31850496,21233664,3833856,7697664,14976,64630656,130459631616,86973087744,15703474176,31529631744,61341696,264727166976,6.98
Block 27,10 layers,"21,233,664 params",NVFP4,4,,MXFP8,8,64,FP16,16,21233664,663552,1916928,29952,23844096,FP16,16,,sum 10 layers x1.0,1.0,42467328,42467328,3833856,7697664,14976,96481152,173946175488,173946175488,15703474176,31529631744,61341696,395186798592,8.98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
=== GRAND SUMMARY ===,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Method,Cascade-3 + Hadamard (MXFP Weight + NVFP4 Act + SVD),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model,"PixArt-Sigma (600M params, 28 DiT blocks)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Image,1024x1024 → 4096 tokens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--- Config ---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weight Quant,Cascade-3 per-block: 12 MXFP8 + 16 MXFP6_E2M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Activation Quant,"NVFP4 (4-bit) dynamic, block_size=16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hadamard Block,block_size=128 (shared H_block=32768 bytes),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVD Rank,32 (FP16 lora_a + lora_b),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SmoothQuant,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matmul factor,"MXFP8+NVFP4→max(8,4)/8=1.0x  MXFP6+NVFP4→max(6,4)/8=0.75x",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--- Storage ---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Parameters,"594,542,592",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FP16 Baseline,1134.00 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weight Storage,486.00 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scale Storage,17.40 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVD Branch,51.19 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S_in Buffers,0.7998 MB  (per-layer sign vectors),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H_block (shared),"32.0 KB  (128x128 FP16, 1 copy global)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total Storage,555.42 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compression,2.04x vs FP16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eff Bits/Weight,7.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"--- Bit-Weighted FLOPs (per token, FP8=1.0x) ---",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matmul FLOPs/Token,"1,019,215,872  (1.02 GFLOPs)  [MXFP8 x1.0 / MXFP6 x0.75]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scale Dequant/Token,"849,346,560  (849.35 MFLOPs)  [MXFP8 FP16-scale x2.0 / MXFP6 E8M0 x1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVD Branch/Token,"107,347,968  (107.35 MFLOPs)  [rank=32 FP16 x2.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hadamard Rotate/Token,"215,534,592  (215.53 MFLOPs)  [sign+block_matmul in_f×257 x2.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Act Quant/Token,"419,328  (419.3 KFLOPs)  [quant+dequant NVFP4 x0.5]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total FLOPs/Token,"2,191,864,320  (2.19 GFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--- Bit-Weighted FLOPs (per image) ---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matmul FLOPs/Image,"4,174,708,211,712  (4.17 TFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scale Dequant/Image,"3,478,923,509,760  (3.48 TFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVD Branch/Image,"439,697,276,928  (439.70 GFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hadamard Rotate/Image,"882,829,688,832  (882.83 GFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Act Quant/Image,"1,717,567,488  (1.72 GFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Total FLOPs/Image,"8,977,876,254,720  (8.98 TFLOPs)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vs FP16 (all x2.0),0.9217x  (FP16: 9.74 TFLOPs/image),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--- FLOPs Breakdown % ---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matmul %,46.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scale Dequant %,38.7%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SVD Branch %,4.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hadamard Rotate %,9.8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Act Quant %,0.0%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
--- Activation Memory ---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Act In/Token (NVFP4),209664 bytes (204.8 KB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Act In/Image,858783744 bytes (819.00 MB),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
